,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
948,KIA Forte5,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,3,25,34,28,6,No
949,KIA Forte5,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,3,25,34,28,6,No
950,KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,large car,3,28,37,31,7,Yes
951,KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,large car,3,28,37,31,7,Yes
952,KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,3,22,31,25,5,No
953,KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,3,22,31,25,5,No
954,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,24,34,28,6,No
955,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,7,24,34,28,6,No
956,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,5,24,34,28,6,No
957,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,5,24,34,28,6,No
958,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,25,36,29,6,No
959,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,7,25,36,29,6,No
960,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,5,25,36,29,6,No
961,KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,5,25,36,29,6,No
962,KIA Rio,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,3,29,37,32,7,Yes
963,KIA Rio,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,3,29,37,32,7,Yes
964,KIA Rio,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,28,37,32,7,Yes
965,KIA Rio,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,28,37,32,7,Yes
966,KIA Sedona,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,minivan,3,18,24,20,4,No
967,KIA Sedona,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,minivan,3,18,24,20,4,No
968,KIA Sedona SX,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,minivan,3,18,25,21,4,No
969,KIA Sedona SX,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,minivan,3,18,25,21,4,No
970,KIA Sedona SXL,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,minivan,3,17,22,19,3,No
971,KIA Sedona SXL,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,minivan,3,17,22,19,3,No
972,KIA Sorento,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,20,27,23,5,No
973,KIA Sorento,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20,27,23,5,No
974,KIA Sorento,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,19,25,22,4,No
975,KIA Sorento,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19,25,22,4,No
976,KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,21,28,24,5,No
977,KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,5,21,28,24,5,No
978,KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21,25,22,4,No
979,KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,5,21,25,22,4,No
980,KIA Sorento,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,18,25,20,4,No
981,KIA Sorento,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,18,25,20,4,No
982,KIA Sorento,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,17,23,19,3,No
983,KIA Sorento,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,17,23,19,3,No
984,KIA Sorento FE,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,18,25,21,4,No
985,KIA Sorento FE,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,18,25,21,4,No
986,KIA Soul,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,station wagon,3,26,31,28,6,No
987,KIA Soul,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,station wagon,3,26,31,28,6,No
988,KIA Soul,1.6,4.0,Man-6,2WD,Gasoline,CA,station wagon,3,24,30,27,6,No
989,KIA Soul,1.6,4.0,Man-6,2WD,Gasoline,FA,station wagon,3,24,30,27,6,No
990,KIA Soul,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,3,25,30,27,6,No
991,KIA Soul,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,3,25,30,27,6,No
992,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,7,25,30,27,6,No
993,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,7,25,30,27,6,No
994,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,5,25,30,27,6,No
995,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,5,25,30,27,6,No
996,KIA Soul Electric,,,Auto-1,2WD,Electricity,FA,station wagon,10,124,93,108,10,Elite
997,KIA Soul Electric,,,Auto-1,2WD,Electricity,CA,station wagon,10,124,93,108,10,Elite
998,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,21,26,23,5,No
999,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,21,26,23,5,No
1000,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,20,23,21,4,No
1001,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,20,23,21,4,No
1002,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,7,22,29,25,5,No
1003,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,7,22,29,25,5,No
1004,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,22,29,25,5,No
1005,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,5,22,29,25,5,No
1006,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,7,21,25,23,5,No
1007,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,7,21,25,23,5,No
1008,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21,25,23,5,No
1009,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,5,21,25,23,5,No
1010,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,7,23,30,26,5,No
1011,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,7,23,30,26,5,No
1012,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,23,30,26,5,No
1013,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,5,23,30,26,5,No
1014,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,7,21,25,22,4,No
1015,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,7,21,25,22,4,No
1016,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21,25,22,4,No
1017,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,5,21,25,22,4,No
1018,LAMBORGHINI Aventador Coupe,6.5,12.0,AMS-7,4WD,Gasoline,CA,small car,1,10,17,12,1,No
1019,LAMBORGHINI Aventador Coupe,6.5,12.0,AMS-7,4WD,Gasoline,FA,small car,1,10,17,12,1,No
1020,LAMBORGHINI Aventador Roadster,6.5,12.0,AMS-7,4WD,Gasoline,CA,small car,1,10,16,12,1,No
1021,LAMBORGHINI Aventador Roadster,6.5,12.0,AMS-7,4WD,Gasoline,FA,small car,1,10,16,12,1,No
1022,LAMBORGHINI Aventador S Coupe,6.5,12.0,AMS-7,4WD,Gasoline,CA,small car,1,10,17,12,1,No
1023,LAMBORGHINI Aventador S Coupe,6.5,12.0,AMS-7,4WD,Gasoline,FA,small car,1,10,17,12,1,No
1024,LAMBORGHINI Aventador S Roadster,6.5,12.0,AMS-7,4WD,Gasoline,CA,small car,1,10,16,12,1,No
1025,LAMBORGHINI Aventador S Roadster,6.5,12.0,AMS-7,4WD,Gasoline,FA,small car,1,10,16,12,1,No
1026,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Diesel,CA,small SUV,1,26,30,28,5,No
1027,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Diesel,FA,small SUV,1,26,30,28,5,No
1028,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,21,27,23,5,No
1029,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,7,21,27,23,5,No
1030,LAND ROVER Range Rover Velar,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,18,24,20,4,No
1031,LAND ROVER Range Rover Velar,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,7,18,24,20,4,No
1032,LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3,15,18,16,2,No
1033,LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15,18,16,2,No
1034,LEXUS LC 500,5.0,8.0,SemiAuto-10,2WD,Gasoline,CA,small car,5,16,26,19,3,No
1035,LEXUS LC 500,5.0,8.0,SemiAuto-10,2WD,Gasoline,FA,small car,5,16,26,19,3,No
1036,LEXUS LC 500h,3.5,6.0,SCV-10,2WD,Gasoline,CA,small car,7,26,35,30,7,Yes
1037,LEXUS LC 500h,3.5,6.0,SCV-10,2WD,Gasoline,FA,small car,7,26,35,30,7,Yes
1038,LEXUS LX 570,5.7,8.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No
1039,LEXUS LX 570,5.7,8.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No
1040,LINCOLN Continental,2.7,6.0,SemiAuto-6,2WD,Gasoline,CA,large car,5,18,27,21,4,No
1041,LINCOLN Continental,2.7,6.0,SemiAuto-6,2WD,Gasoline,FA,large car,5,18,27,21,4,No
1042,LINCOLN Continental,2.7,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,5,17,25,20,4,No
1043,LINCOLN Continental,2.7,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,5,17,25,20,4,No
1044,LINCOLN Continental,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,5,16,24,19,3,No
1045,LINCOLN Continental,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,5,16,24,19,3,No
1046,LINCOLN Continental,3.7,6.0,SemiAuto-6,2WD,Gasoline,CA,large car,3,17,26,20,4,No
1047,LINCOLN Continental,3.7,6.0,SemiAuto-6,2WD,Gasoline,FA,large car,3,17,26,20,4,No
1048,LINCOLN Continental,3.7,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,3,16,24,19,3,No
1049,LINCOLN Continental,3.7,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,3,16,24,19,3,No
1050,LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3,15,21,17,3,No
1051,LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15,21,17,3,No
1052,LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,FA,standard SUV,3,16,24,19,3,No
1053,LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3,16,24,19,3,No
1054,LINCOLN MKT Livery,3.7,6.0,Auto-6,4WD,Gasoline,FA,special purpose,3,16,23,18,3,No
1055,LINCOLN MKT Livery,3.7,6.0,Auto-6,4WD,Gasoline,CA,special purpose,3,16,23,18,3,No
1056,MASERATI Ghibli,3.0,6.0,Auto-8,2WD,Gasoline,CA,midsize car,1,17,24,19,3,No
1057,MASERATI Ghibli,3.0,6.0,Auto-8,2WD,Gasoline,FA,midsize car,1,17,24,19,3,No
1058,MASERATI Ghibli S,3.0,6.0,Auto-8,2WD,Gasoline,CA,midsize car,1,16,24,19,3,No
1059,MASERATI Ghibli S,3.0,6.0,Auto-8,2WD,Gasoline,FA,midsize car,1,16,24,19,3,No
1060,MASERATI Ghibli S Q4,3.0,6.0,Auto-8,4WD,Gasoline,CA,midsize car,1,16,24,19,3,No
1061,MASERATI Ghibli S Q4,3.0,6.0,Auto-8,4WD,Gasoline,FA,midsize car,1,16,24,19,3,No
1062,MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,CA,small car,1,13,21,16,2,No
1063,MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,FA,small car,1,13,21,16,2,No
1064,MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,CA,small car,1,13,20,15,2,No
1065,MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,FA,small car,1,13,20,15,2,No
1066,MASERATI Levante,3.0,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,1,14,20,16,2,No
1067,MASERATI Levante,3.0,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,1,14,20,16,2,No
1068,MASERATI Levante S,3.0,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,1,14,19,16,2,No
1069,MASERATI Levante S,3.0,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,1,14,19,16,2,No
1070,MASERATI Quattroporte S,3.0,6.0,Auto-8,2WD,Gasoline,CA,large car,1,16,23,18,3,No
1071,MASERATI Quattroporte S,3.0,6.0,Auto-8,2WD,Gasoline,FA,large car,1,16,23,18,3,No
1072,MASERATI Quattroporte S Q4,3.0,6.0,Auto-8,4WD,Gasoline,CA,large car,1,16,23,18,3,No
1073,MASERATI Quattroporte S Q4,3.0,6.0,Auto-8,4WD,Gasoline,FA,large car,1,16,23,18,3,No
1074,MASERATI Quattroporte V8,3.8,8.0,Auto-8,2WD,Gasoline,FA,large car,1,15,22,17,3,No
1075,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,27,37,31,7,Yes
1076,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,28,38,31,7,Yes
1077,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,FA,midsize car,7,27,37,31,7,Yes
1078,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,28,38,31,7,Yes
1079,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,28,37,32,7,Yes
1080,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,28,37,31,7,Yes
1081,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,28,37,32,7,Yes
1082,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,28,37,31,7,Yes
1083,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,26,35,30,7,Yes
1084,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,36,30,7,Yes
1085,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,26,35,30,7,Yes
1086,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,36,30,7,Yes
1087,MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,29,34,31,7,Yes
1088,MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,29,34,31,7,Yes
1089,MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small car,3,27,32,29,6,No
1090,MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small car,3,27,32,29,6,No
1091,MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,22,28,24,5,No
1092,MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,22,28,24,5,No
1093,MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,20,26,23,5,No
1094,MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,20,26,23,5,No
1095,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,19,26,22,4,No
1096,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,27,22,4,No
1097,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,27,23,5,No
1098,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,22,19,3,No
1099,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,23,19,3,No
1100,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,18,24,20,4,No
1101,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,22,19,3,No
1102,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,23,19,3,No
1103,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,18,24,20,4,No
1104,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,22,19,3,No
1105,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,23,19,3,No
1106,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,18,24,20,4,No
1107,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,22,19,3,No
1108,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,23,19,3,No
1109,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,18,24,20,4,No
1110,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small car,3,23,30,26,5,No
1111,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small car,3,23,30,26,5,No
1112,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,small car,1,16,22,18,3,No
1113,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,small car,3,16,22,18,3,No
1114,MERCEDES-BENZ AMG E43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,midsize car,5,19,25,21,4,No
1115,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,midsize car,5,15,22,18,3,No
1116,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,station wagon,5,16,22,18,3,No
1117,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,midsize car,5,15,22,18,3,No
1118,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,station wagon,5,16,22,18,3,No
1119,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,station wagon,3,22,28,25,5,No
1120,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,station wagon,3,22,28,25,5,No
1121,MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small SUV,5,18,24,20,4,No
1122,MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small SUV,5,18,24,20,4,No
1123,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,22,19,3,No
1124,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,23,19,3,No
1125,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,22,19,3,No
1126,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,23,19,3,No
1127,MERCEDES-BENZ AMG GLE63,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No
1128,MERCEDES-BENZ AMG GLE63,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No
1129,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No
1130,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No
1131,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No
1132,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No
1133,MERCEDES-BENZ AMG GLS63,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No
1134,MERCEDES-BENZ AMG GLS63,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No
1135,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,21,18,3,No
1136,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,22,18,3,No
1137,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,21,18,3,No
1138,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,22,18,3,No
1139,MERCEDES-BENZ AMG GT S,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,22,18,3,No
1140,MERCEDES-BENZ AMG GT S,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,22,18,3,No
1141,MERCEDES-BENZ AMG S63 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,17,26,20,4,No
1142,MERCEDES-BENZ AMG S63 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,17,26,20,4,No
1143,MERCEDES-BENZ AMG SL63,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,1,16,25,19,3,No
1144,MERCEDES-BENZ AMG SL63,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,3,16,25,19,3,No
1145,MERCEDES-BENZ AMG SL65,6.0,12.0,Auto-7,2WD,Gasoline,CA,small car,3,13,22,16,2,No
1146,MERCEDES-BENZ AMG SL65,6.0,12.0,Auto-7,2WD,Gasoline,FA,small car,3,13,22,16,2,No
1147,MERCEDES-BENZ AMG SLC 43,3.0,6.0,Auto-9,2WD,Gasoline,FA,small car,5,20,29,23,5,No
1148,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,22,29,25,5,No
1149,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,22,30,25,5,No
1150,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,24,33,27,6,No
1151,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,22,29,25,5,No
1152,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,22,30,25,5,No
1153,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,24,33,27,6,No
1154,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,22,29,25,5,No
1155,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,22,30,25,5,No
1156,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,23,32,26,5,No
1157,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,22,29,25,5,No
1158,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,22,30,25,5,No
1159,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,23,32,26,5,No
1160,MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,CA,small car,5,24,37,29,6,No
1161,MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,FA,small car,5,24,37,29,6,No
1162,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,CA,small car,5,17/24,24/32,20/27,6,No
1163,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,FA,small car,5,17/24,24/32,20/27,6,No
1164,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small car,5,24,32,27,6,No
1165,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small car,5,24,32,27,6,No
1166,MERCEDES-BENZ CLS550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,1,18,26,21,4,No
1167,MERCEDES-BENZ CLS550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,18,26,21,4,No
1168,MERCEDES-BENZ CLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,FA,small car,1,17,25,20,4,No
1169,MERCEDES-BENZ CLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,CA,small car,3,17,25,20,4,No
1170,MERCEDES-BENZ E300,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,5,22,30,25,5,No
1171,MERCEDES-BENZ E300,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,5,22,30,25,5,No
1172,MERCEDES-BENZ E300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,midsize car,5,21,29,24,5,No
1173,MERCEDES-BENZ E300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,midsize car,5,21,29,24,5,No
1174,MERCEDES-BENZ E400,3.0,6.0,Auto-9,2WD,Gasoline,FA,small car,5,20,26,22,4,No
1175,MERCEDES-BENZ E400 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,26,22,4,No
